﻿Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Malmö-Sturup Flygplats;53300;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medel, 1 gång per månad;celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1973-01-01 00:00:00;1997-10-31 23:59:59;72.0;55.5390;13.3665
1997-11-01 00:00:00;2026-05-01 14:20:59;72.0;55.5231;13.3787

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Lufttemperatur;Kvalitet;;Tidsutsnitt:
2008-05-01 00:00:01;2008-06-01 00:00:00;2008-05;11.9;Y
2008-06-01 00:00:01;2008-07-01 00:00:00;2008-06;15.1;Y
2008-07-01 00:00:01;2008-08-01 00:00:00;2008-07;17.7;Y
2008-08-01 00:00:01;2008-09-01 00:00:00;2008-08;16.5;Y
2008-09-01 00:00:01;2008-10-01 00:00:00;2008-09;12.6;Y
2008-10-01 00:00:01;2008-11-01 00:00:00;2008-10;9.2;Y
2008-11-01 00:00:01;2008-12-01 00:00:00;2008-11;5.3;Y
2008-12-01 00:00:01;2009-01-01 00:00:00;2008-12;1.9;Y
2009-01-01 00:00:01;2009-02-01 00:00:00;2009-01;-0.1;Y
2009-02-01 00:00:01;2009-03-01 00:00:00;2009-02;-0.9;Y
2009-03-01 00:00:01;2009-04-01 00:00:00;2009-03;2.7;Y
2009-04-01 00:00:01;2009-05-01 00:00:00;2009-04;9.0;Y
2009-05-01 00:00:01;2009-06-01 00:00:00;2009-05;11.2;Y
2009-07-01 00:00:01;2009-08-01 00:00:00;2009-07;17.9;Y
2009-08-01 00:00:01;2009-09-01 00:00:00;2009-08;17.4;Y
2009-09-01 00:00:01;2009-10-01 00:00:00;2009-09;14.1;Y
2009-10-01 00:00:01;2009-11-01 00:00:00;2009-10;6.5;Y
2009-11-01 00:00:01;2009-12-01 00:00:00;2009-11;6.8;Y
2009-12-01 00:00:01;2010-01-01 00:00:00;2009-12;0.5;Y
2010-01-01 00:00:01;2010-02-01 00:00:00;2010-01;-4.0;Y
2010-02-01 00:00:01;2010-03-01 00:00:00;2010-02;-1.9;Y
2010-03-01 00:00:01;2010-04-01 00:00:00;2010-03;2.1;Y
2010-04-01 00:00:01;2010-05-01 00:00:00;2010-04;6.8;Y
2010-05-01 00:00:01;2010-06-01 00:00:00;2010-05;9.6;Y
2010-06-01 00:00:01;2010-07-01 00:00:00;2010-06;14.1;Y
2010-07-01 00:00:01;2010-08-01 00:00:00;2010-07;19.6;Y
2010-08-01 00:00:01;2010-09-01 00:00:00;2010-08;16.7;Y
2010-09-01 00:00:01;2010-10-01 00:00:00;2010-09;12.4;Y
2010-10-01 00:00:01;2010-11-01 00:00:00;2010-10;7.3;Y
2010-11-01 00:00:01;2010-12-01 00:00:00;2010-11;3.0;Y
2010-12-01 00:00:01;2011-01-01 00:00:00;2010-12;-5.0;Y
2011-01-01 00:00:01;2011-02-01 00:00:00;2011-01;-0.8;Y
2011-02-01 00:00:01;2011-03-01 00:00:00;2011-02;-1.2;Y
2011-03-01 00:00:01;2011-04-01 00:00:00;2011-03;2.2;Y
2011-04-01 00:00:01;2011-05-01 00:00:00;2011-04;9.6;Y
2011-05-01 00:00:01;2011-06-01 00:00:00;2011-05;11.3;Y
2011-06-01 00:00:01;2011-07-01 00:00:00;2011-06;15.5;Y
2011-07-01 00:00:01;2011-08-01 00:00:00;2011-07;16.6;Y
2011-08-01 00:00:01;2011-09-01 00:00:00;2011-08;16.2;Y
2011-09-01 00:00:01;2011-10-01 00:00:00;2011-09;14.0;Y
2011-10-01 00:00:01;2011-11-01 00:00:00;2011-10;8.9;Y
2011-11-01 00:00:01;2011-12-01 00:00:00;2011-11;5.9;Y
2011-12-01 00:00:01;2012-01-01 00:00:00;2011-12;3.7;Y
2012-01-01 00:00:01;2012-02-01 00:00:00;2012-01;1.1;Y
2012-02-01 00:00:01;2012-03-01 00:00:00;2012-02;-1.9;Y
2012-03-01 00:00:01;2012-04-01 00:00:00;2012-03;4.9;Y
2012-04-01 00:00:01;2012-05-01 00:00:00;2012-04;5.9;Y
2012-05-01 00:00:01;2012-06-01 00:00:00;2012-05;12.0;Y
2012-06-01 00:00:01;2012-07-01 00:00:00;2012-06;13.3;Y
2012-07-01 00:00:01;2012-08-01 00:00:00;2012-07;16.5;Y
2012-08-01 00:00:01;2012-09-01 00:00:00;2012-08;16.6;Y
2012-09-01 00:00:01;2012-10-01 00:00:00;2012-09;13.4;Y
2012-10-01 00:00:01;2012-11-01 00:00:00;2012-10;7.9;Y
2012-11-01 00:00:01;2012-12-01 00:00:00;2012-11;5.7;Y
2012-12-01 00:00:01;2013-01-01 00:00:00;2012-12;-0.8;Y
2013-01-01 00:00:01;2013-02-01 00:00:00;2013-01;-1.2;Y
2013-02-01 00:00:01;2013-03-01 00:00:00;2013-02;-1.0;Y
2013-03-01 00:00:01;2013-04-01 00:00:00;2013-03;-1.6;Y
2013-04-01 00:00:01;2013-05-01 00:00:00;2013-04;5.4;Y
2013-05-01 00:00:01;2013-06-01 00:00:00;2013-05;12.6;Y
2013-06-01 00:00:01;2013-07-01 00:00:00;2013-06;15.0;Y
2013-07-01 00:00:01;2013-08-01 00:00:00;2013-07;17.9;Y
2013-08-01 00:00:01;2013-09-01 00:00:00;2013-08;16.9;Y
2013-09-01 00:00:01;2013-10-01 00:00:00;2013-09;12.2;Y
2013-10-01 00:00:01;2013-11-01 00:00:00;2013-10;10.6;Y
2013-11-01 00:00:01;2013-12-01 00:00:00;2013-11;5.2;Y
2013-12-01 00:00:01;2014-01-01 00:00:00;2013-12;4.3;Y
2014-02-01 00:00:01;2014-03-01 00:00:00;2014-02;3.1;Y
2014-03-01 00:00:01;2014-04-01 00:00:00;2014-03;5.1;Y
2014-04-01 00:00:01;2014-05-01 00:00:00;2014-04;8.4;Y
2014-05-01 00:00:01;2014-06-01 00:00:00;2014-05;11.9;Y
2014-06-01 00:00:01;2014-07-01 00:00:00;2014-06;14.8;Y
2014-07-01 00:00:01;2014-08-01 00:00:00;2014-07;19.7;Y
2014-08-01 00:00:01;2014-09-01 00:00:00;2014-08;16.3;Y
2014-09-01 00:00:01;2014-10-01 00:00:00;2014-09;14.4;Y
2014-10-01 00:00:01;2014-11-01 00:00:00;2014-10;11.5;Y
2014-11-01 00:00:01;2014-12-01 00:00:00;2014-11;7.3;Y
2014-12-01 00:00:01;2015-01-01 00:00:00;2014-12;2.5;Y
2015-01-01 00:00:01;2015-02-01 00:00:00;2015-01;2.4;Y
2015-02-01 00:00:01;2015-03-01 00:00:00;2015-02;1.4;Y
2015-03-01 00:00:01;2015-04-01 00:00:00;2015-03;4.3;Y
2015-04-01 00:00:01;2015-05-01 00:00:00;2015-04;7.0;Y
2015-05-01 00:00:01;2015-06-01 00:00:00;2015-05;9.8;Y
2015-06-01 00:00:01;2015-07-01 00:00:00;2015-06;13.2;Y
2015-07-01 00:00:01;2015-08-01 00:00:00;2015-07;16.3;Y
2015-08-01 00:00:01;2015-09-01 00:00:00;2015-08;17.7;Y
2015-09-01 00:00:01;2015-10-01 00:00:00;2015-09;13.2;Y
2015-10-01 00:00:01;2015-11-01 00:00:00;2015-10;8.9;Y
2015-11-01 00:00:01;2015-12-01 00:00:00;2015-11;6.8;Y
2015-12-01 00:00:01;2016-01-01 00:00:00;2015-12;5.8;Y
2016-01-01 00:00:01;2016-02-01 00:00:00;2016-01;-0.9;Y
2016-02-01 00:00:01;2016-03-01 00:00:00;2016-02;1.9;Y
2016-03-01 00:00:01;2016-04-01 00:00:00;2016-03;3.5;Y
2016-04-01 00:00:01;2016-05-01 00:00:00;2016-04;6.5;Y
2016-05-01 00:00:01;2016-06-01 00:00:00;2016-05;13.6;Y
2016-06-01 00:00:01;2016-07-01 00:00:00;2016-06;16.2;Y
2016-07-01 00:00:01;2016-08-01 00:00:00;2016-07;17.0;Y
2016-08-01 00:00:01;2016-09-01 00:00:00;2016-08;16.1;Y
2016-09-01 00:00:01;2016-10-01 00:00:00;2016-09;15.5;Y
2016-10-01 00:00:01;2016-11-01 00:00:00;2016-10;8.2;Y
2016-11-01 00:00:01;2016-12-01 00:00:00;2016-11;3.6;Y
2016-12-01 00:00:01;2017-01-01 00:00:00;2016-12;3.6;Y
2017-01-01 00:00:01;2017-02-01 00:00:00;2017-01;0.0;Y
2017-02-01 00:00:01;2017-03-01 00:00:00;2017-02;1.4;Y
2017-03-01 00:00:01;2017-04-01 00:00:00;2017-03;4.2;Y
2017-04-01 00:00:01;2017-05-01 00:00:00;2017-04;6.0;Y
2017-05-01 00:00:01;2017-06-01 00:00:00;2017-05;12.1;Y
2017-06-01 00:00:01;2017-07-01 00:00:00;2017-06;15.1;Y
2017-07-01 00:00:01;2017-08-01 00:00:00;2017-07;15.8;Y
2017-08-01 00:00:01;2017-09-01 00:00:00;2017-08;16.3;Y
2017-09-01 00:00:01;2017-10-01 00:00:00;2017-09;13.2;Y
2017-10-01 00:00:01;2017-11-01 00:00:00;2017-10;10.3;Y
2017-11-01 00:00:01;2017-12-01 00:00:00;2017-11;5.2;Y
2017-12-01 00:00:01;2018-01-01 00:00:00;2017-12;3.4;Y
2018-01-01 00:00:01;2018-02-01 00:00:00;2018-01;2.1;Y
2018-02-01 00:00:01;2018-03-01 00:00:00;2018-02;-1.6;Y
2018-03-01 00:00:01;2018-04-01 00:00:00;2018-03;-0.4;Y
2018-04-01 00:00:01;2018-05-01 00:00:00;2018-04;8.6;Y
2018-05-01 00:00:01;2018-06-01 00:00:00;2018-05;15.4;Y
2018-06-01 00:00:01;2018-07-01 00:00:00;2018-06;17.5;Y
2018-07-01 00:00:01;2018-08-01 00:00:00;2018-07;20.1;Y
2018-08-01 00:00:01;2018-09-01 00:00:00;2018-08;18.6;Y
2018-09-01 00:00:01;2018-10-01 00:00:00;2018-09;14.4;Y
2018-10-01 00:00:01;2018-11-01 00:00:00;2018-10;9.6;Y
2018-11-01 00:00:01;2018-12-01 00:00:00;2018-11;5.3;Y
2018-12-01 00:00:01;2019-01-01 00:00:00;2018-12;3.5;Y
2019-01-01 00:00:01;2019-02-01 00:00:00;2019-01;0.9;Y
2019-02-01 00:00:01;2019-03-01 00:00:00;2019-02;3.7;Y
2019-03-01 00:00:01;2019-04-01 00:00:00;2019-03;5.0;Y
2019-04-01 00:00:01;2019-05-01 00:00:00;2019-04;7.9;Y
2019-05-01 00:00:01;2019-06-01 00:00:00;2019-05;10.5;Y
2019-06-01 00:00:01;2019-07-01 00:00:00;2019-06;17.7;Y
2019-07-01 00:00:01;2019-08-01 00:00:00;2019-07;17.5;Y
2019-08-01 00:00:01;2019-09-01 00:00:00;2019-08;17.9;Y
2019-09-01 00:00:01;2019-10-01 00:00:00;2019-09;13.5;Y
2019-10-01 00:00:01;2019-11-01 00:00:00;2019-10;9.3;Y
2019-11-01 00:00:01;2019-12-01 00:00:00;2019-11;5.8;Y
2019-12-01 00:00:01;2020-01-01 00:00:00;2019-12;4.2;Y
2020-01-01 00:00:01;2020-02-01 00:00:00;2020-01;4.7;Y
2020-02-01 00:00:01;2020-03-01 00:00:00;2020-02;4.4;Y
2020-03-01 00:00:01;2020-04-01 00:00:00;2020-03;4.1;Y
2020-04-01 00:00:01;2020-05-01 00:00:00;2020-04;7.7;Y
2020-05-01 00:00:01;2020-06-01 00:00:00;2020-05;10.5;Y
2020-06-01 00:00:01;2020-07-01 00:00:00;2020-06;16.7;Y
2020-07-01 00:00:01;2020-08-01 00:00:00;2020-07;15.6;Y
2020-08-01 00:00:01;2020-09-01 00:00:00;2020-08;18.5;Y
2020-09-01 00:00:01;2020-10-01 00:00:00;2020-09;13.9;Y
2020-10-01 00:00:01;2020-11-01 00:00:00;2020-10;9.9;Y
2020-11-01 00:00:01;2020-12-01 00:00:00;2020-11;7.5;Y
2020-12-01 00:00:01;2021-01-01 00:00:00;2020-12;4.0;Y
2021-01-01 00:00:01;2021-02-01 00:00:00;2021-01;0.2;Y
2021-02-01 00:00:01;2021-03-01 00:00:00;2021-02;-0.6;Y
2021-03-01 00:00:01;2021-04-01 00:00:00;2021-03;3.5;Y
2021-04-01 00:00:01;2021-05-01 00:00:00;2021-04;5.5;Y
2021-05-01 00:00:01;2021-06-01 00:00:00;2021-05;10.5;Y
2021-06-01 00:00:01;2021-07-01 00:00:00;2021-06;17.6;Y
2021-07-01 00:00:01;2021-08-01 00:00:00;2021-07;19.3;Y
2021-08-01 00:00:01;2021-09-01 00:00:00;2021-08;15.7;Y
2021-09-01 00:00:01;2021-10-01 00:00:00;2021-09;14.3;Y
2021-10-01 00:00:01;2021-11-01 00:00:00;2021-10;9.8;Y
2021-11-01 00:00:01;2021-12-01 00:00:00;2021-11;6.5;Y
2021-12-01 00:00:01;2022-01-01 00:00:00;2021-12;1.3;Y
2022-01-01 00:00:01;2022-02-01 00:00:00;2022-01;3.0;Y
2022-02-01 00:00:01;2022-03-01 00:00:00;2022-02;3.4;Y
2022-03-01 00:00:01;2022-04-01 00:00:00;2022-03;3.2;Y
2022-04-01 00:00:01;2022-05-01 00:00:00;2022-04;6.4;Y
2022-05-01 00:00:01;2022-06-01 00:00:00;2022-05;11.7;Y
2022-06-01 00:00:01;2022-07-01 00:00:00;2022-06;15.9;Y
2022-07-01 00:00:01;2022-08-01 00:00:00;2022-07;17.3;Y
2022-08-01 00:00:01;2022-09-01 00:00:00;2022-08;18.7;Y
2022-09-01 00:00:01;2022-10-01 00:00:00;2022-09;12.9;Y
2022-10-01 00:00:01;2022-11-01 00:00:00;2022-10;11.4;Y
2022-11-01 00:00:01;2022-12-01 00:00:00;2022-11;7.0;Y
2022-12-01 00:00:01;2023-01-01 00:00:00;2022-12;0.5;Y
2023-01-01 00:00:01;2023-02-01 00:00:00;2023-01;3.5;Y
2023-02-01 00:00:01;2023-03-01 00:00:00;2023-02;2.5;Y
2023-03-01 00:00:01;2023-04-01 00:00:00;2023-03;3.1;Y
2023-04-01 00:00:01;2023-05-01 00:00:00;2023-04;6.7;Y
2023-05-01 00:00:01;2023-06-01 00:00:00;2023-05;11.8;Y
2023-06-01 00:00:01;2023-07-01 00:00:00;2023-06;16.9;Y
2023-07-01 00:00:01;2023-08-01 00:00:00;2023-07;16.7;Y
2023-08-01 00:00:01;2023-09-01 00:00:00;2023-08;16.5;Y
2023-09-01 00:00:01;2023-10-01 00:00:00;2023-09;16.4;Y
2023-10-01 00:00:01;2023-11-01 00:00:00;2023-10;9.9;Y
2023-11-01 00:00:01;2023-12-01 00:00:00;2023-11;4.0;Y
2023-12-01 00:00:01;2024-01-01 00:00:00;2023-12;2.3;Y
2024-01-01 00:00:01;2024-02-01 00:00:00;2024-01;-0.2;Y
2024-02-01 00:00:01;2024-03-01 00:00:00;2024-02;3.7;Y
2024-03-01 00:00:01;2024-04-01 00:00:00;2024-03;4.7;Y
2024-04-01 00:00:01;2024-05-01 00:00:00;2024-04;7.4;Y
2024-05-01 00:00:01;2024-06-01 00:00:00;2024-05;14.2;Y
2024-06-01 00:00:01;2024-07-01 00:00:00;2024-06;15.4;Y
2024-07-01 00:00:01;2024-08-01 00:00:00;2024-07;17.1;Y
2024-08-01 00:00:01;2024-09-01 00:00:00;2024-08;17.5;Y
2024-09-01 00:00:01;2024-10-01 00:00:00;2024-09;15.3;Y
2024-10-01 00:00:01;2024-11-01 00:00:00;2024-10;10.3;Y
2024-11-01 00:00:01;2024-12-01 00:00:00;2024-11;5.6;Y
2024-12-01 00:00:01;2025-01-01 00:00:00;2024-12;4.5;Y
2025-01-01 00:00:01;2025-02-01 00:00:00;2025-01;2.1;Y
2025-02-01 00:00:01;2025-03-01 00:00:00;2025-02;1.0;Y
2025-03-01 00:00:01;2025-04-01 00:00:00;2025-03;4.9;Y
2025-09-01 00:00:01;2025-10-01 00:00:00;2025-09;14.9;Y
2025-10-01 00:00:01;2025-11-01 00:00:00;2025-10;9.7;Y
2025-11-01 00:00:01;2025-12-01 00:00:00;2025-11;5.2;Y
2025-12-01 00:00:01;2026-01-01 00:00:00;2025-12;4.4;Y
2026-01-01 00:00:01;2026-02-01 00:00:00;2026-01;-1.3;Y
