﻿Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Östersund-Frösön Flygplats;134110;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medel, 1 gång per månad;celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1944-02-01 00:00:00;1970-01-18 23:59:59;360.0;63.1974;14.4863
1970-02-01 00:00:00;2026-05-01 14:20:59;375.8;63.1981;14.4869

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Lufttemperatur;Kvalitet;;Tidsutsnitt:
2001-06-01 00:00:01;2001-07-01 00:00:00;2001-06;11.4;Y
2001-07-01 00:00:01;2001-08-01 00:00:00;2001-07;14.1;Y
2001-08-01 00:00:01;2001-09-01 00:00:00;2001-08;12.9;Y
2001-09-01 00:00:01;2001-10-01 00:00:00;2001-09;9.0;Y
2001-10-01 00:00:01;2001-11-01 00:00:00;2001-10;5.5;Y
2001-11-01 00:00:01;2001-12-01 00:00:00;2001-11;-0.1;Y
2001-12-01 00:00:01;2002-01-01 00:00:00;2001-12;-5.9;Y
2002-01-01 00:00:01;2002-02-01 00:00:00;2002-01;-5.7;Y
2002-02-01 00:00:01;2002-03-01 00:00:00;2002-02;-2.5;Y
2002-03-01 00:00:01;2002-04-01 00:00:00;2002-03;-1.6;Y
2002-04-01 00:00:01;2002-05-01 00:00:00;2002-04;4.4;Y
2002-05-01 00:00:01;2002-06-01 00:00:00;2002-05;10.2;Y
2002-06-01 00:00:01;2002-07-01 00:00:00;2002-06;14.4;Y
2002-07-01 00:00:01;2002-08-01 00:00:00;2002-07;15.5;Y
2002-08-01 00:00:01;2002-09-01 00:00:00;2002-08;17.9;Y
2002-09-01 00:00:01;2002-10-01 00:00:00;2002-09;9.5;Y
2002-10-01 00:00:01;2002-11-01 00:00:00;2002-10;0.2;Y
2002-11-01 00:00:01;2002-12-01 00:00:00;2002-11;-5.4;Y
2002-12-01 00:00:01;2003-01-01 00:00:00;2002-12;-7.3;Y
2003-01-01 00:00:01;2003-02-01 00:00:00;2003-01;-8.0;Y
2003-02-01 00:00:01;2003-03-01 00:00:00;2003-02;-4.6;Y
2003-03-01 00:00:01;2003-04-01 00:00:00;2003-03;0.2;Y
2003-04-01 00:00:01;2003-05-01 00:00:00;2003-04;2.4;Y
2003-05-01 00:00:01;2003-06-01 00:00:00;2003-05;7.6;Y
2003-06-01 00:00:01;2003-07-01 00:00:00;2003-06;12.3;Y
2003-07-01 00:00:01;2003-08-01 00:00:00;2003-07;17.5;Y
2003-08-01 00:00:01;2003-09-01 00:00:00;2003-08;13.2;Y
2003-09-01 00:00:01;2003-10-01 00:00:00;2003-09;9.2;Y
2003-10-01 00:00:01;2003-11-01 00:00:00;2003-10;1.9;Y
2003-11-01 00:00:01;2003-12-01 00:00:00;2003-11;-1.5;Y
2003-12-01 00:00:01;2004-01-01 00:00:00;2003-12;-2.5;Y
2004-01-01 00:00:01;2004-02-01 00:00:00;2004-01;-8.6;Y
2004-02-01 00:00:01;2004-03-01 00:00:00;2004-02;-3.7;Y
2004-03-01 00:00:01;2004-04-01 00:00:00;2004-03;-1.2;Y
2004-04-01 00:00:01;2004-05-01 00:00:00;2004-04;4.8;Y
2004-05-01 00:00:01;2004-06-01 00:00:00;2004-05;8.2;Y
2004-06-01 00:00:01;2004-07-01 00:00:00;2004-06;10.9;Y
2004-07-01 00:00:01;2004-08-01 00:00:00;2004-07;13.7;Y
2004-08-01 00:00:01;2004-09-01 00:00:00;2004-08;14.4;Y
2004-09-01 00:00:01;2004-10-01 00:00:00;2004-09;9.5;Y
2004-10-01 00:00:01;2004-11-01 00:00:00;2004-10;3.6;Y
2004-11-01 00:00:01;2004-12-01 00:00:00;2004-11;-1.9;Y
2004-12-01 00:00:01;2005-01-01 00:00:00;2004-12;-1.6;Y
2005-01-01 00:00:01;2005-02-01 00:00:00;2005-01;-2.0;Y
2005-02-01 00:00:01;2005-03-01 00:00:00;2005-02;-6.0;Y
2005-03-01 00:00:01;2005-04-01 00:00:00;2005-03;-4.6;Y
2005-04-01 00:00:01;2005-05-01 00:00:00;2005-04;3.9;Y
2005-05-01 00:00:01;2005-06-01 00:00:00;2005-05;5.9;Y
2005-06-01 00:00:01;2005-07-01 00:00:00;2005-06;10.7;Y
2005-07-01 00:00:01;2005-08-01 00:00:00;2005-07;16.1;Y
2005-08-01 00:00:01;2005-09-01 00:00:00;2005-08;12.6;Y
2005-10-01 00:00:01;2005-11-01 00:00:00;2005-10;5.7;Y
2005-11-01 00:00:01;2005-12-01 00:00:00;2005-11;2.0;Y
2006-01-01 00:00:01;2006-02-01 00:00:00;2006-01;-5.0;Y
2006-02-01 00:00:01;2006-03-01 00:00:00;2006-02;-5.3;Y
2006-03-01 00:00:01;2006-04-01 00:00:00;2006-03;-7.4;Y
2006-04-01 00:00:01;2006-05-01 00:00:00;2006-04;2.3;Y
2006-05-01 00:00:01;2006-06-01 00:00:00;2006-05;8.1;Y
2006-06-01 00:00:01;2006-07-01 00:00:00;2006-06;12.9;Y
2006-07-01 00:00:01;2006-08-01 00:00:00;2006-07;15.9;Y
2006-08-01 00:00:01;2006-09-01 00:00:00;2006-08;16.4;Y
2006-09-01 00:00:01;2006-10-01 00:00:00;2006-09;12.0;Y
2006-10-01 00:00:01;2006-11-01 00:00:00;2006-10;3.9;Y
2006-11-01 00:00:01;2006-12-01 00:00:00;2006-11;1.0;Y
2006-12-01 00:00:01;2007-01-01 00:00:00;2006-12;2.0;Y
2007-01-01 00:00:01;2007-02-01 00:00:00;2007-01;-4.3;Y
2007-02-01 00:00:01;2007-03-01 00:00:00;2007-02;-7.5;Y
2007-03-01 00:00:01;2007-04-01 00:00:00;2007-03;0.8;Y
2007-04-01 00:00:01;2007-05-01 00:00:00;2007-04;3.5;Y
2007-05-01 00:00:01;2007-06-01 00:00:00;2007-05;7.5;Y
2007-06-01 00:00:01;2007-07-01 00:00:00;2007-06;13.9;Y
2007-07-01 00:00:01;2007-08-01 00:00:00;2007-07;14.4;Y
2007-08-01 00:00:01;2007-09-01 00:00:00;2007-08;14.1;Y
2007-09-01 00:00:01;2007-10-01 00:00:00;2007-09;7.7;Y
2007-10-01 00:00:01;2007-11-01 00:00:00;2007-10;5.1;Y
2007-11-01 00:00:01;2007-12-01 00:00:00;2007-11;-1.1;Y
2007-12-01 00:00:01;2008-01-01 00:00:00;2007-12;-1.7;Y
2008-01-01 00:00:01;2008-02-01 00:00:00;2008-01;-2.6;Y
2008-02-01 00:00:01;2008-03-01 00:00:00;2008-02;-2.1;Y
2008-03-01 00:00:01;2008-04-01 00:00:00;2008-03;-3.2;Y
2008-04-01 00:00:01;2008-05-01 00:00:00;2008-04;3.0;Y
2008-05-01 00:00:01;2008-06-01 00:00:00;2008-05;7.5;Y
2008-06-01 00:00:01;2008-07-01 00:00:00;2008-06;12.7;Y
2008-07-01 00:00:01;2008-08-01 00:00:00;2008-07;15.3;Y
2008-08-01 00:00:01;2008-09-01 00:00:00;2008-08;11.6;Y
2008-09-01 00:00:01;2008-10-01 00:00:00;2008-09;8.3;Y
2008-10-01 00:00:01;2008-11-01 00:00:00;2008-10;4.6;Y
2008-11-01 00:00:01;2008-12-01 00:00:00;2008-11;-0.3;Y
2008-12-01 00:00:01;2009-01-01 00:00:00;2008-12;-4.6;Y
2009-01-01 00:00:01;2009-02-01 00:00:00;2009-01;-5.3;Y
2009-02-01 00:00:01;2009-03-01 00:00:00;2009-02;-10.3;Y
2009-03-01 00:00:01;2009-04-01 00:00:00;2009-03;-2.6;Y
2009-04-01 00:00:01;2009-05-01 00:00:00;2009-04;4.6;Y
2009-05-01 00:00:01;2009-06-01 00:00:00;2009-05;9.2;Y
2009-06-01 00:00:01;2009-07-01 00:00:00;2009-06;11.2;Y
2009-07-01 00:00:01;2009-08-01 00:00:00;2009-07;14.2;Y
2009-08-01 00:00:01;2009-09-01 00:00:00;2009-08;14.0;Y
2009-09-01 00:00:01;2009-10-01 00:00:00;2009-09;10.3;Y
2009-10-01 00:00:01;2009-11-01 00:00:00;2009-10;2.0;Y
2009-11-01 00:00:01;2009-12-01 00:00:00;2009-11;0.9;Y
2009-12-01 00:00:01;2010-01-01 00:00:00;2009-12;-8.1;Y
2010-01-01 00:00:01;2010-02-01 00:00:00;2010-01;-12.2;Y
2010-02-01 00:00:01;2010-03-01 00:00:00;2010-02;-11.3;Y
2010-03-01 00:00:01;2010-04-01 00:00:00;2010-03;-3.2;Y
2010-04-01 00:00:01;2010-05-01 00:00:00;2010-04;2.6;Y
2010-05-01 00:00:01;2010-06-01 00:00:00;2010-05;6.6;Y
2010-06-01 00:00:01;2010-07-01 00:00:00;2010-06;10.3;Y
2010-07-01 00:00:01;2010-08-01 00:00:00;2010-07;15.5;Y
2010-08-01 00:00:01;2010-09-01 00:00:00;2010-08;13.2;Y
2010-09-01 00:00:01;2010-10-01 00:00:00;2010-09;8.8;Y
2010-10-01 00:00:01;2010-11-01 00:00:00;2010-10;4.1;Y
2010-11-01 00:00:01;2010-12-01 00:00:00;2010-11;-6.2;Y
2010-12-01 00:00:01;2011-01-01 00:00:00;2010-12;-13.4;Y
2011-01-01 00:00:01;2011-02-01 00:00:00;2011-01;-4.7;Y
2011-02-01 00:00:01;2011-03-01 00:00:00;2011-02;-7.3;Y
2011-03-01 00:00:01;2011-04-01 00:00:00;2011-03;-1.8;Y
2011-04-01 00:00:01;2011-05-01 00:00:00;2011-04;5.3;Y
2011-05-01 00:00:01;2011-06-01 00:00:00;2011-05;8.2;Y
2011-06-01 00:00:01;2011-07-01 00:00:00;2011-06;13.6;Y
2011-07-01 00:00:01;2011-08-01 00:00:00;2011-07;15.8;Y
2011-08-01 00:00:01;2011-09-01 00:00:00;2011-08;14.0;Y
2011-09-01 00:00:01;2011-10-01 00:00:00;2011-09;10.5;Y
2011-10-01 00:00:01;2011-11-01 00:00:00;2011-10;5.7;Y
2011-11-01 00:00:01;2011-12-01 00:00:00;2011-11;3.2;Y
2011-12-01 00:00:01;2012-01-01 00:00:00;2011-12;-1.8;Y
2012-01-01 00:00:01;2012-02-01 00:00:00;2012-01;-5.7;Y
2012-02-01 00:00:01;2012-03-01 00:00:00;2012-02;-5.7;Y
2012-03-01 00:00:01;2012-04-01 00:00:00;2012-03;1.3;Y
2012-04-01 00:00:01;2012-05-01 00:00:00;2012-04;1.1;Y
2012-05-01 00:00:01;2012-06-01 00:00:00;2012-05;7.0;Y
2012-06-01 00:00:01;2012-07-01 00:00:00;2012-06;10.1;Y
2012-07-01 00:00:01;2012-08-01 00:00:00;2012-07;13.7;Y
2012-08-01 00:00:01;2012-09-01 00:00:00;2012-08;12.5;Y
2012-09-01 00:00:01;2012-10-01 00:00:00;2012-09;8.1;Y
2012-10-01 00:00:01;2012-11-01 00:00:00;2012-10;2.5;Y
2012-11-01 00:00:01;2012-12-01 00:00:00;2012-11;0.8;Y
2012-12-01 00:00:01;2013-01-01 00:00:00;2012-12;-9.4;Y
2013-01-01 00:00:01;2013-02-01 00:00:00;2013-01;-7.3;Y
2013-02-01 00:00:01;2013-03-01 00:00:00;2013-02;-5.5;Y
2013-03-01 00:00:01;2013-04-01 00:00:00;2013-03;-5.9;Y
2013-04-01 00:00:01;2013-05-01 00:00:00;2013-04;1.7;Y
2013-05-01 00:00:01;2013-06-01 00:00:00;2013-05;10.8;Y
2013-06-01 00:00:01;2013-07-01 00:00:00;2013-06;12.5;Y
2013-07-01 00:00:01;2013-08-01 00:00:00;2013-07;14.1;Y
2013-08-01 00:00:01;2013-09-01 00:00:00;2013-08;13.4;Y
2013-09-01 00:00:01;2013-10-01 00:00:00;2013-09;9.8;Y
2013-10-01 00:00:01;2013-11-01 00:00:00;2013-10;5.2;Y
2013-11-01 00:00:01;2013-12-01 00:00:00;2013-11;0.6;Y
2013-12-01 00:00:01;2014-01-01 00:00:00;2013-12;-0.3;Y
2014-01-01 00:00:01;2014-02-01 00:00:00;2014-01;-8.2;Y
2014-02-01 00:00:01;2014-03-01 00:00:00;2014-02;-0.3;Y
2014-03-01 00:00:01;2014-04-01 00:00:00;2014-03;0.8;Y
2014-04-01 00:00:01;2014-05-01 00:00:00;2014-04;3.8;Y
2014-05-01 00:00:01;2014-06-01 00:00:00;2014-05;7.9;Y
2014-06-01 00:00:01;2014-07-01 00:00:00;2014-06;10.9;Y
2014-07-01 00:00:01;2014-08-01 00:00:00;2014-07;18.7;Y
2014-08-01 00:00:01;2014-09-01 00:00:00;2014-08;13.9;Y
2014-09-01 00:00:01;2014-10-01 00:00:00;2014-09;10.1;Y
2014-10-01 00:00:01;2014-11-01 00:00:00;2014-10;4.9;Y
2014-11-01 00:00:01;2014-12-01 00:00:00;2014-11;0.2;Y
2014-12-01 00:00:01;2015-01-01 00:00:00;2014-12;-3.0;Y
2015-01-01 00:00:01;2015-02-01 00:00:00;2015-01;-4.6;Y
2015-02-01 00:00:01;2015-03-01 00:00:00;2015-02;-2.0;Y
2015-03-01 00:00:01;2015-04-01 00:00:00;2015-03;1.1;Y
2015-04-01 00:00:01;2015-05-01 00:00:00;2015-04;2.5;Y
2015-05-01 00:00:01;2015-06-01 00:00:00;2015-05;6.1;Y
2015-06-01 00:00:01;2015-07-01 00:00:00;2015-06;9.3;Y
2015-07-01 00:00:01;2015-08-01 00:00:00;2015-07;12.4;Y
2015-08-01 00:00:01;2015-09-01 00:00:00;2015-08;14.4;Y
2015-09-01 00:00:01;2015-10-01 00:00:00;2015-09;10.1;Y
2015-10-01 00:00:01;2015-11-01 00:00:00;2015-10;5.1;Y
2015-11-01 00:00:01;2015-12-01 00:00:00;2015-11;1.0;Y
2015-12-01 00:00:01;2016-01-01 00:00:00;2015-12;-0.1;Y
2016-01-01 00:00:01;2016-02-01 00:00:00;2016-01;-10.5;Y
2016-02-01 00:00:01;2016-03-01 00:00:00;2016-02;-3.6;Y
2016-03-01 00:00:01;2016-04-01 00:00:00;2016-03;-0.8;Y
2016-04-01 00:00:01;2016-05-01 00:00:00;2016-04;1.9;Y
2016-05-01 00:00:01;2016-06-01 00:00:00;2016-05;8.6;Y
2016-06-01 00:00:01;2016-07-01 00:00:00;2016-06;12.4;Y
2016-07-01 00:00:01;2016-08-01 00:00:00;2016-07;14.2;Y
2016-08-01 00:00:01;2016-09-01 00:00:00;2016-08;12.0;Y
2016-09-01 00:00:01;2016-10-01 00:00:00;2016-09;11.1;Y
2016-10-01 00:00:01;2016-11-01 00:00:00;2016-10;2.7;Y
2016-11-01 00:00:01;2016-12-01 00:00:00;2016-11;-2.2;Y
2016-12-01 00:00:01;2017-01-01 00:00:00;2016-12;-0.6;Y
2017-01-01 00:00:01;2017-02-01 00:00:00;2017-01;-2.6;Y
2017-02-01 00:00:01;2017-03-01 00:00:00;2017-02;-5.1;Y
2017-03-01 00:00:01;2017-04-01 00:00:00;2017-03;-2.1;Y
2017-04-01 00:00:01;2017-05-01 00:00:00;2017-04;1.2;Y
2017-05-01 00:00:01;2017-06-01 00:00:00;2017-05;6.7;Y
2017-06-01 00:00:01;2017-07-01 00:00:00;2017-06;11.2;Y
2017-07-01 00:00:01;2017-08-01 00:00:00;2017-07;12.7;Y
2017-08-01 00:00:01;2017-09-01 00:00:00;2017-08;11.9;Y
2017-09-01 00:00:01;2017-10-01 00:00:00;2017-09;9.1;Y
2017-10-01 00:00:01;2017-11-01 00:00:00;2017-10;4.1;Y
2017-11-01 00:00:01;2017-12-01 00:00:00;2017-11;-2.1;Y
2017-12-01 00:00:01;2018-01-01 00:00:00;2017-12;-4.3;Y
2018-01-01 00:00:01;2018-02-01 00:00:00;2018-01;-7.8;Y
2018-02-01 00:00:01;2018-03-01 00:00:00;2018-02;-9.7;Y
2018-03-01 00:00:01;2018-04-01 00:00:00;2018-03;-7.1;Y
2018-04-01 00:00:01;2018-05-01 00:00:00;2018-04;2.5;Y
2018-05-01 00:00:01;2018-06-01 00:00:00;2018-05;12.5;Y
2018-06-01 00:00:01;2018-07-01 00:00:00;2018-06;11.1;Y
2018-07-01 00:00:01;2018-08-01 00:00:00;2018-07;18.3;Y
2018-08-01 00:00:01;2018-09-01 00:00:00;2018-08;13.2;Y
2018-09-01 00:00:01;2018-10-01 00:00:00;2018-09;9.9;Y
2018-10-01 00:00:01;2018-11-01 00:00:00;2018-10;4.5;Y
2018-11-01 00:00:01;2018-12-01 00:00:00;2018-11;1.2;Y
2018-12-01 00:00:01;2019-01-01 00:00:00;2018-12;-3.7;Y
2019-01-01 00:00:01;2019-02-01 00:00:00;2019-01;-6.4;Y
2019-02-01 00:00:01;2019-03-01 00:00:00;2019-02;-3.0;Y
2019-03-01 00:00:01;2019-04-01 00:00:00;2019-03;-3.1;Y
2019-04-01 00:00:01;2019-05-01 00:00:00;2019-04;4.8;Y
2019-05-01 00:00:01;2019-06-01 00:00:00;2019-05;6.3;Y
2019-06-01 00:00:01;2019-07-01 00:00:00;2019-06;12.7;Y
2019-07-01 00:00:01;2019-08-01 00:00:00;2019-07;14.5;Y
2019-08-01 00:00:01;2019-09-01 00:00:00;2019-08;14.6;Y
2019-09-01 00:00:01;2019-10-01 00:00:00;2019-09;8.1;Y
2019-10-01 00:00:01;2019-11-01 00:00:00;2019-10;2.2;Y
2019-11-01 00:00:01;2019-12-01 00:00:00;2019-11;-3.1;Y
2019-12-01 00:00:01;2020-01-01 00:00:00;2019-12;-1.8;Y
2020-01-01 00:00:01;2020-02-01 00:00:00;2020-01;0.4;Y
2020-02-01 00:00:01;2020-03-01 00:00:00;2020-02;-2.1;Y
2020-03-01 00:00:01;2020-04-01 00:00:00;2020-03;-1.3;Y
2020-04-01 00:00:01;2020-05-01 00:00:00;2020-04;2.1;Y
2020-05-01 00:00:01;2020-06-01 00:00:00;2020-05;5.3;Y
2020-06-01 00:00:01;2020-07-01 00:00:00;2020-06;16.5;Y
2020-07-01 00:00:01;2020-08-01 00:00:00;2020-07;11.7;Y
2020-08-01 00:00:01;2020-09-01 00:00:00;2020-08;14.0;Y
2020-09-01 00:00:01;2020-10-01 00:00:00;2020-09;9.1;Y
2020-10-01 00:00:01;2020-11-01 00:00:00;2020-10;4.9;Y
2020-11-01 00:00:01;2020-12-01 00:00:00;2020-11;2.4;Y
2020-12-01 00:00:01;2021-01-01 00:00:00;2020-12;-0.9;Y
2021-01-01 00:00:01;2021-02-01 00:00:00;2021-01;-11.7;Y
2021-02-01 00:00:01;2021-03-01 00:00:00;2021-02;-6.5;Y
2021-03-01 00:00:01;2021-04-01 00:00:00;2021-03;-0.6;Y
2021-04-01 00:00:01;2021-05-01 00:00:00;2021-04;1.3;Y
2021-05-01 00:00:01;2021-06-01 00:00:00;2021-05;6.9;Y
2021-06-01 00:00:01;2021-07-01 00:00:00;2021-06;13.6;Y
2021-07-01 00:00:01;2021-08-01 00:00:00;2021-07;16.7;Y
2021-08-01 00:00:01;2021-09-01 00:00:00;2021-08;11.9;Y
2021-09-01 00:00:01;2021-10-01 00:00:00;2021-09;8.5;Y
2021-10-01 00:00:01;2021-11-01 00:00:00;2021-10;5.7;Y
2021-11-01 00:00:01;2021-12-01 00:00:00;2021-11;-0.9;Y
2021-12-01 00:00:01;2022-01-01 00:00:00;2021-12;-6.1;Y
2022-01-01 00:00:01;2022-02-01 00:00:00;2022-01;-3.6;Y
2022-02-01 00:00:01;2022-03-01 00:00:00;2022-02;-4.7;Y
2022-03-01 00:00:01;2022-04-01 00:00:00;2022-03;0.8;Y
2022-04-01 00:00:01;2022-05-01 00:00:00;2022-04;1.7;Y
2022-05-01 00:00:01;2022-06-01 00:00:00;2022-05;7.6;Y
2022-06-01 00:00:01;2022-07-01 00:00:00;2022-06;13.7;Y
2022-07-01 00:00:01;2022-08-01 00:00:00;2022-07;13.2;Y
2022-08-01 00:00:01;2022-09-01 00:00:00;2022-08;14.1;Y
2022-09-01 00:00:01;2022-10-01 00:00:00;2022-09;8.8;Y
2022-10-01 00:00:01;2022-11-01 00:00:00;2022-10;5.9;Y
2022-11-01 00:00:01;2022-12-01 00:00:00;2022-11;0.1;Y
2022-12-01 00:00:01;2023-01-01 00:00:00;2022-12;-6.5;Y
2023-01-01 00:00:01;2023-02-01 00:00:00;2023-01;-4.6;Y
2023-02-01 00:00:01;2023-03-01 00:00:00;2023-02;-2.7;Y
2023-03-01 00:00:01;2023-04-01 00:00:00;2023-03;-5.4;Y
2023-04-01 00:00:01;2023-05-01 00:00:00;2023-04;1.8;Y
2023-05-01 00:00:01;2023-06-01 00:00:00;2023-05;7.6;Y
2023-06-01 00:00:01;2023-07-01 00:00:00;2023-06;14.1;Y
2023-07-01 00:00:01;2023-08-01 00:00:00;2023-07;13.9;Y
2023-08-01 00:00:01;2023-09-01 00:00:00;2023-08;13.8;Y
2023-09-01 00:00:01;2023-10-01 00:00:00;2023-09;11.4;Y
2023-10-01 00:00:01;2023-11-01 00:00:00;2023-10;1.6;Y
2023-11-01 00:00:01;2023-12-01 00:00:00;2023-11;-6.1;Y
2023-12-01 00:00:01;2024-01-01 00:00:00;2023-12;-9.1;Y
2024-01-01 00:00:01;2024-02-01 00:00:00;2024-01;-7.4;Y
2024-02-01 00:00:01;2024-03-01 00:00:00;2024-02;-5.3;Y
2024-03-01 00:00:01;2024-04-01 00:00:00;2024-03;-0.8;Y
2024-04-01 00:00:01;2024-05-01 00:00:00;2024-04;1.4;Y
2024-05-01 00:00:01;2024-06-01 00:00:00;2024-05;13.1;Y
2024-06-01 00:00:01;2024-07-01 00:00:00;2024-06;12.8;Y
2024-07-01 00:00:01;2024-08-01 00:00:00;2024-07;14.3;Y
2024-08-01 00:00:01;2024-09-01 00:00:00;2024-08;14.2;Y
2024-09-01 00:00:01;2024-10-01 00:00:00;2024-09;10.4;Y
2024-10-01 00:00:01;2024-11-01 00:00:00;2024-10;5.4;Y
2024-11-01 00:00:01;2024-12-01 00:00:00;2024-11;0.5;Y
2024-12-01 00:00:01;2025-01-01 00:00:00;2024-12;-2.0;Y
2025-01-01 00:00:01;2025-02-01 00:00:00;2025-01;-4.1;Y
2025-02-01 00:00:01;2025-03-01 00:00:00;2025-02;-3.2;Y
2025-03-01 00:00:01;2025-04-01 00:00:00;2025-03;1.1;Y
2025-04-01 00:00:01;2025-05-01 00:00:00;2025-04;4.6;Y
2025-05-01 00:00:01;2025-06-01 00:00:00;2025-05;6.4;Y
2025-06-01 00:00:01;2025-07-01 00:00:00;2025-06;11.4;Y
2025-07-01 00:00:01;2025-08-01 00:00:00;2025-07;18.0;Y
2025-08-01 00:00:01;2025-09-01 00:00:00;2025-08;12.7;Y
2025-09-01 00:00:01;2025-10-01 00:00:00;2025-09;11.3;Y
2025-10-01 00:00:01;2025-11-01 00:00:00;2025-10;5.7;Y
2025-11-01 00:00:01;2025-12-01 00:00:00;2025-11;0.1;Y
2025-12-01 00:00:01;2026-01-01 00:00:00;2025-12;-0.7;Y
2026-01-01 00:00:01;2026-02-01 00:00:00;2026-01;-10.0;Y
