﻿Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Göteborg-Landvetter Flygplats;72420;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medel, 1 gång per månad;celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1977-11-01 00:00:00;1996-01-09 23:59:59;154.0;57.6678;12.2963
2008-02-01 00:00:00;2026-05-01 14:20:59;154.0;57.6764;12.2919

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Lufttemperatur;Kvalitet;;Tidsutsnitt:
2016-06-01 00:00:01;2016-07-01 00:00:00;2016-06;15.3;Y
2016-07-01 00:00:01;2016-08-01 00:00:00;2016-07;15.7;Y
2016-08-01 00:00:01;2016-09-01 00:00:00;2016-08;14.3;Y
2016-09-01 00:00:01;2016-10-01 00:00:00;2016-09;14.6;Y
2016-10-01 00:00:01;2016-11-01 00:00:00;2016-10;6.2;Y
2016-11-01 00:00:01;2016-12-01 00:00:00;2016-11;1.6;Y
2016-12-01 00:00:01;2017-01-01 00:00:00;2016-12;2.6;Y
2017-01-01 00:00:01;2017-02-01 00:00:00;2017-01;-0.7;Y
2017-02-01 00:00:01;2017-03-01 00:00:00;2017-02;-0.2;Y
2017-03-01 00:00:01;2017-04-01 00:00:00;2017-03;2.6;Y
2017-04-01 00:00:01;2017-05-01 00:00:00;2017-04;4.5;Y
2017-05-01 00:00:01;2017-06-01 00:00:00;2017-05;11.3;Y
2017-06-01 00:00:01;2017-07-01 00:00:00;2017-06;14.0;Y
2017-07-01 00:00:01;2017-08-01 00:00:00;2017-07;15.1;Y
2017-08-01 00:00:01;2017-09-01 00:00:00;2017-08;14.5;Y
2017-09-01 00:00:01;2017-10-01 00:00:00;2017-09;11.7;Y
2017-10-01 00:00:01;2017-11-01 00:00:00;2017-10;8.0;Y
2017-11-01 00:00:01;2017-12-01 00:00:00;2017-11;3.0;Y
2017-12-01 00:00:01;2018-01-01 00:00:00;2017-12;1.7;Y
2018-01-01 00:00:01;2018-02-01 00:00:00;2018-01;0.1;Y
2018-02-01 00:00:01;2018-03-01 00:00:00;2018-02;-3.8;Y
2018-03-01 00:00:01;2018-04-01 00:00:00;2018-03;-2.3;Y
2018-04-01 00:00:01;2018-05-01 00:00:00;2018-04;6.9;Y
2018-05-01 00:00:01;2018-06-01 00:00:00;2018-05;15.8;Y
2018-06-01 00:00:01;2018-07-01 00:00:00;2018-06;16.2;Y
2018-07-01 00:00:01;2018-08-01 00:00:00;2018-07;19.5;Y
2018-08-01 00:00:01;2018-09-01 00:00:00;2018-08;15.9;Y
2018-09-01 00:00:01;2018-10-01 00:00:00;2018-09;12.7;Y
2018-10-01 00:00:01;2018-11-01 00:00:00;2018-10;8.2;Y
2018-11-01 00:00:01;2018-12-01 00:00:00;2018-11;3.5;Y
2018-12-01 00:00:01;2019-01-01 00:00:00;2018-12;1.0;Y
2019-01-01 00:00:01;2019-02-01 00:00:00;2019-01;-1.1;Y
2019-02-01 00:00:01;2019-03-01 00:00:00;2019-02;2.1;Y
2019-03-01 00:00:01;2019-04-01 00:00:00;2019-03;2.9;Y
2019-04-01 00:00:01;2019-05-01 00:00:00;2019-04;8.2;Y
2019-05-01 00:00:01;2019-06-01 00:00:00;2019-05;9.1;Y
2019-06-01 00:00:01;2019-07-01 00:00:00;2019-06;15.9;Y
2019-07-01 00:00:01;2019-08-01 00:00:00;2019-07;16.5;Y
2019-08-01 00:00:01;2019-09-01 00:00:00;2019-08;16.0;Y
2019-09-01 00:00:01;2019-10-01 00:00:00;2019-09;11.9;Y
2019-10-01 00:00:01;2019-11-01 00:00:00;2019-10;7.0;Y
2019-11-01 00:00:01;2019-12-01 00:00:00;2019-11;3.4;Y
2019-12-01 00:00:01;2020-01-01 00:00:00;2019-12;2.6;Y
2020-01-01 00:00:01;2020-02-01 00:00:00;2020-01;3.7;Y
2020-02-01 00:00:01;2020-03-01 00:00:00;2020-02;2.3;Y
2020-03-01 00:00:01;2020-04-01 00:00:00;2020-03;2.4;Y
2020-04-01 00:00:01;2020-05-01 00:00:00;2020-04;6.4;Y
2020-05-01 00:00:01;2020-06-01 00:00:00;2020-05;9.0;Y
2020-06-01 00:00:01;2020-07-01 00:00:00;2020-06;16.8;Y
2020-07-01 00:00:01;2020-08-01 00:00:00;2020-07;13.9;Y
2020-08-01 00:00:01;2020-09-01 00:00:00;2020-08;17.1;Y
2020-09-01 00:00:01;2020-10-01 00:00:00;2020-09;12.7;Y
2020-10-01 00:00:01;2020-11-01 00:00:00;2020-10;8.4;Y
2020-11-01 00:00:01;2020-12-01 00:00:00;2020-11;6.1;Y
2020-12-01 00:00:01;2021-01-01 00:00:00;2020-12;2.6;Y
2021-01-01 00:00:01;2021-02-01 00:00:00;2021-01;-2.2;Y
2021-02-01 00:00:01;2021-03-01 00:00:00;2021-02;-3.0;Y
2021-03-01 00:00:01;2021-04-01 00:00:00;2021-03;2.1;Y
2021-04-01 00:00:01;2021-05-01 00:00:00;2021-04;4.5;Y
2021-05-01 00:00:01;2021-06-01 00:00:00;2021-05;9.5;Y
2021-06-01 00:00:01;2021-07-01 00:00:00;2021-06;15.9;Y
2021-07-01 00:00:01;2021-08-01 00:00:00;2021-07;18.5;Y
2021-08-01 00:00:01;2021-09-01 00:00:00;2021-08;14.6;Y
2021-09-01 00:00:01;2021-10-01 00:00:00;2021-09;12.4;Y
2021-10-01 00:00:01;2021-11-01 00:00:00;2021-10;8.8;Y
2021-11-01 00:00:01;2021-12-01 00:00:00;2021-11;4.1;Y
2021-12-01 00:00:01;2022-01-01 00:00:00;2021-12;-1.8;Y
2022-01-01 00:00:01;2022-02-01 00:00:00;2022-01;1.6;Y
2022-02-01 00:00:01;2022-03-01 00:00:00;2022-02;1.0;Y
2022-03-01 00:00:01;2022-04-01 00:00:00;2022-03;2.5;Y
2022-04-01 00:00:01;2022-05-01 00:00:00;2022-04;5.4;Y
2022-05-01 00:00:01;2022-06-01 00:00:00;2022-05;10.3;Y
2022-06-01 00:00:01;2022-07-01 00:00:00;2022-06;14.9;Y
2022-07-01 00:00:01;2022-08-01 00:00:00;2022-07;16.1;Y
2022-08-01 00:00:01;2022-09-01 00:00:00;2022-08;16.8;Y
2022-09-01 00:00:01;2022-10-01 00:00:00;2022-09;11.4;Y
2022-10-01 00:00:01;2022-11-01 00:00:00;2022-10;9.7;Y
2022-11-01 00:00:01;2022-12-01 00:00:00;2022-11;5.7;Y
2022-12-01 00:00:01;2023-01-01 00:00:00;2022-12;-1.5;Y
2023-01-01 00:00:01;2023-02-01 00:00:00;2023-01;1.4;Y
2023-02-01 00:00:01;2023-03-01 00:00:00;2023-02;1.2;Y
2023-03-01 00:00:01;2023-04-01 00:00:00;2023-03;0.6;Y
2023-04-01 00:00:01;2023-05-01 00:00:00;2023-04;6.1;Y
2023-05-01 00:00:01;2023-06-01 00:00:00;2023-05;11.4;Y
2023-06-01 00:00:01;2023-07-01 00:00:00;2023-06;16.3;Y
2023-07-01 00:00:01;2023-08-01 00:00:00;2023-07;14.2;Y
2023-08-01 00:00:01;2023-09-01 00:00:00;2023-08;14.4;Y
2023-09-01 00:00:01;2023-10-01 00:00:00;2023-09;14.6;Y
2023-10-01 00:00:01;2023-11-01 00:00:00;2023-10;6.6;Y
2023-11-01 00:00:01;2023-12-01 00:00:00;2023-11;0.9;Y
2023-12-01 00:00:01;2024-01-01 00:00:00;2023-12;-0.8;Y
2024-01-01 00:00:01;2024-02-01 00:00:00;2024-01;-3.1;Y
2024-02-01 00:00:01;2024-03-01 00:00:00;2024-02;1.0;Y
2024-03-01 00:00:01;2024-04-01 00:00:00;2024-03;3.2;Y
2024-04-01 00:00:01;2024-05-01 00:00:00;2024-04;5.2;Y
2024-05-01 00:00:01;2024-06-01 00:00:00;2024-05;14.8;Y
2024-06-01 00:00:01;2024-07-01 00:00:00;2024-06;13.6;Y
2024-07-01 00:00:01;2024-08-01 00:00:00;2024-07;15.5;Y
2024-08-01 00:00:01;2024-09-01 00:00:00;2024-08;15.7;Y
2024-09-01 00:00:01;2024-10-01 00:00:00;2024-09;13.7;Y
2024-10-01 00:00:01;2024-11-01 00:00:00;2024-10;8.8;Y
2024-11-01 00:00:01;2024-12-01 00:00:00;2024-11;3.7;Y
2024-12-01 00:00:01;2025-01-01 00:00:00;2024-12;2.3;Y
2025-01-01 00:00:01;2025-02-01 00:00:00;2025-01;0.6;Y
2025-02-01 00:00:01;2025-03-01 00:00:00;2025-02;-0.6;Y
2025-03-01 00:00:01;2025-04-01 00:00:00;2025-03;3.9;Y
2025-06-01 00:00:01;2025-07-01 00:00:00;2025-06;14.1;Y
2025-07-01 00:00:01;2025-08-01 00:00:00;2025-07;18.4;Y
2025-08-01 00:00:01;2025-09-01 00:00:00;2025-08;15.4;Y
2025-09-01 00:00:01;2025-10-01 00:00:00;2025-09;13.9;Y
2025-10-01 00:00:01;2025-11-01 00:00:00;2025-10;8.4;Y
2025-11-01 00:00:01;2025-12-01 00:00:00;2025-11;4.0;Y
2025-12-01 00:00:01;2026-01-01 00:00:00;2025-12;3.8;Y
2026-01-01 00:00:01;2026-02-01 00:00:00;2026-01;-3.4;Y
